id_client,genre,espace_client_web,assurance_vie,banque_principale,anciennete_mois,compte_epargne,credit_autres,cartes_bancaires,compte_courant,compte_joint,PEA,assurance_auto,assurance_habitation,credit_immo,type,compte_titres,methode_contact,agios_6mois,age,segment_client,var_0,branche,churn
1671,H,0.0,oui,oui,66.0,oui,permanent,medium,oui,oui,oui,non,oui,oui,perso,oui,telephone,103.15,39.0,C4,8603.036162155724,CENTRE,non
2135,F,0.0,non,non,56.0,oui,consommation,medium,oui,oui,non,non,oui,oui,pro,oui,sms,106.6,45.0,A4,1278.1759999810524,CENTRE,non
6844,H,0.0,non,non,29.0,oui,permanent,medium,non,oui,non,oui,oui,non,pro,non,courrier,89.65,38.0,D1,10889.558761151751,CENTRE,non
74,F,0.0,non,oui,3.0,oui,permanent,basic,oui,non,non,oui,non,oui,pro,oui,telephone,64.5,42.0,C2,4731.048552730279,NORD-EST,non
6288,H,0.0,non,non,2.0,oui,consommation,medium,non,oui,non,non,non,non,pro,oui,mail,79.45,97.0,A1,6148.705269559281,SUD-EST,non
3469,F,1.0,non,non,15.0,oui,permanent,medium,non,non,non,non,oui,oui,pro,oui,mail,91.5,31.0,B1,6778.179056414343,OUTRE-MER,non
4375,H,0.0,non,non,66.0,oui,consommation,medium,oui,oui,oui,oui,oui,oui,perso,oui,telephone,114.3,31.0,C3,5249.638410484327,SUD-EST,non
1577,F,0.0,oui,oui,17.0,oui,permanent,medium,non,non,oui,oui,oui,oui,perso,non,telephone,98.6,31.0,A3,2139.941544538577,SUD-OUEST,oui
6571,F,0.0,non,non,34.0,oui,permanent,basic,oui,oui,non,non,non,non,perso,non,courrier,55.0,37.0,A4,365.3847501554256,OUTRE-MER,non
4383,H,0.0,oui,non,63.0,oui,consommation,basic,oui,oui,oui,oui,non,oui,perso,non,sms,80.0,23.0,B1,2862.470110938541,SUD-EST,non
3325,H,0.0,non,non,4.0,oui,consommation,medium,non,non,non,non,non,oui,pro,oui,mail,85.65,62.0,B3,10619.211462931806,SUD-EST,oui
63,F,0.0,oui,oui,18.0,oui,permanent,basic,non,non,oui,oui,non,non,perso,oui,sms,54.4,34.0,C2,1522.096015431157,NORD-EST,non
6227,H,0.0,non,non,2.0,oui,permanent,basic,non,non,non,non,non,non,pro,non,telephone,46.05,33.0,B2,2987.3036857504894,SUD-EST,oui
5091,H,0.0,non,non,6.0,non,bail,basic,non,oui,non,non,non,non,pro,oui,sms,30.5,40.0,C1,6209.843194356187,NORD-OUEST,oui
898,F,0.0,non,non,12.0,oui,permanent,medium,oui,non,non,oui,oui,oui,pro,oui,telephone,98.9,55.0,C2,9561.474674300423,SUD-EST,oui
4488,F,1.0,oui,non,42.0,oui,permanent,medium,oui,non,non,non,non,non,pro,oui,sms,64.76161542923434,31.0,B4,7105.800536532068,SUD-EST,oui
1408,F,0.0,oui,non,71.0,oui,consommation,medium,oui,non,oui,non,oui,oui,perso,oui,sms,104.1,52.0,B1,15937.329944165758,SUD-EST,non
2650,F,0.0,non,non,15.0,oui,consommation,medium,oui,non,oui,non,non,non,pro,oui,sms,84.35,52.0,C2,11469.776290143987,OUTRE-MER,non
204,H,0.0,non,non,44.0,oui,permanent,medium,non,non,non,non,non,non,pro,non,sms,68.85,60.0,B2,3588.731097332597,OUTRE-MER,non
607,H,0.0,non,oui,51.0,oui,permanent,basic,non,non,non,oui,non,non,perso,non,sms,47.85,63.0,A1,3550.6842233356574,CENTRE,non
5027,H,1.0,oui,non,10.0,oui,consommation,medium,non,non,non,non,non,oui,pro,non,mail,85.55,38.0,B1,8384.19754968243,SUD-EST,oui
6181,H,0.0,oui,oui,61.0,oui,consommation,medium,non,non,oui,non,oui,oui,perso,oui,mail,99.9,58.0,C3,5635.2880924936,SUD-EST,non
5085,H,0.0,non,non,39.0,non,bail,basic,non,non,non,oui,non,oui,pro,oui,mail,40.6,74.0,C3,3731.180214357956,NORD-EST,non
2753,F,0.0,non,non,1.0,oui,consommation,medium,non,non,non,non,oui,oui,pro,non,courrier,95.65,30.0,A2,2165.8033162250704,SUD-EST,oui
4643,H,0.0,non,non,3.0,oui,consommation,basic,non,non,non,oui,oui,non,pro,oui,courrier,65.25,59.0,C4,1241.1073055162635,SUD-EST,non
5802,F,0.0,non,non,42.0,oui,permanent,basic,non,oui,non,non,non,non,pro,oui,mail,49.55,65.0,C2,187.47393808095512,CENTRE,non
2927,H,0.0,non,non,1.0,oui,permanent,medium,non,non,non,non,non,non,pro,oui,mail,69.9,76.0,C4,9047.55419580226,SUD-OUEST,non
4448,F,1.0,non,non,30.0,oui,consommation,medium,non,oui,non,non,oui,oui,pro,oui,mail,99.7,22.0,D3,251.6731219459516,CENTRE,oui
2447,H,0.0,non,non,7.0,oui,permanent,medium,non,non,oui,non,non,non,pro,oui,mail,74.9,57.0,C2,13409.619195800204,OUTRE-MER,non
6382,H,0.0,oui,oui,38.0,oui,permanent,basic,oui,oui,oui,oui,oui,non,perso,non,mail,74.05,56.0,D1,20116.441041692837,NORD-EST,non
5448,F,0.0,oui,oui,41.0,oui,consommation,medium,oui,oui,oui,non,non,oui,perso,oui,telephone,101.6,25.0,C4,6503.47095812782,SUD-EST,non
364,H,0.0,non,non,18.0,oui,permanent,medium,non,non,non,oui,non,non,pro,oui,telephone,75.9,59.0,C2,7247.651017444781,SUD-OUEST,non
4433,F,0.0,non,non,4.0,oui,consommation,medium,non,non,non,non,non,non,pro,oui,mail,75.65,48.0,B2,6069.182926539379,SUD-EST,non
517,F,1.0,oui,non,5.0,oui,permanent,medium,non,non,non,non,non,non,pro,non,mail,70.05,47.0,B1,6298.0472158850735,SUD-OUEST,non
5961,F,0.0,non,non,1.0,non,bail,basic,non,non,oui,oui,non,non,pro,non,courrier,35.9,37.0,A4,20494.086838313728,NORD-EST,non
3386,F,0.0,oui,non,58.0,oui,consommation,basic,oui,non,non,oui,non,oui,perso,oui,mail,68.4,46.0,A4,12979.787065317292,SUD-OUEST,non
755,H,1.0,non,non,20.0,oui,consommation,medium,non,non,oui,non,oui,oui,pro,oui,mail,98.55,49.0,A3,10169.179425482904,SUD-OUEST,oui
4230,H,0.0,non,non,11.0,oui,permanent,medium,oui,non,non,non,non,non,pro,oui,mail,73.5,29.0,B4,5032.46518458737,NORD-EST,oui
1974,H,0.0,oui,non,11.0,oui,consommation,medium,non,non,non,non,non,non,pro,oui,mail,74.95,21.0,D3,480.3468967863069,CENTRE,oui
6787,H,0.0,oui,oui,35.0,oui,consommation,medium,non,oui,oui,oui,oui,oui,pro,oui,mail,109.95,66.0,B2,65.33798853878443,SUD-EST,non
1549,H,0.0,non,non,1.0,oui,permanent,basic,non,non,non,non,non,non,pro,oui,courrier,45.85,34.0,C2,7099.2585538360045,CENTRE,oui
5303,H,0.0,non,oui,43.0,non,bail,basic,oui,oui,oui,non,non,non,pro,oui,mail,40.45,54.0,C1,9944.135775605151,SUD-EST,non
1913,F,0.0,non,non,29.0,oui,consommation,medium,non,oui,oui,non,oui,non,perso,oui,mail,95.5,36.0,C2,22493.29961150725,OUTRE-MER,non
5262,F,0.0,non,non,59.0,oui,consommation,basic,oui,non,non,oui,non,oui,perso,non,telephone,68.7,44.0,B2,1408.6921834053069,OUTRE-MER,non
4253,H,0.0,oui,oui,22.0,oui,consommation,medium,non,non,oui,non,oui,non,pro,oui,mail,88.75,52.0,A4,5027.339398108567,NORD-EST,non
3117,F,1.0,oui,oui,70.0,oui,consommation,medium,non,oui,oui,oui,oui,oui,perso,oui,mail,107.9,53.0,C4,17742.178807238808,NORD-EST,non
5405,H,0.0,non,oui,34.0,oui,consommation,medium,oui,oui,non,non,oui,oui,perso,oui,mail,103.8,53.0,C1,7028.8359506245215,NORD-EST,non
6640,H,0.0,oui,oui,28.0,non,bail,basic,oui,non,oui,oui,oui,non,perso,non,courrier,50.8,48.0,A4,178.74040409512236,OUTRE-MER,non
1578,F,0.0,non,non,7.0,oui,permanent,basic,non,non,non,oui,oui,non,pro,oui,courrier,59.5,26.0,B3,4568.5442239039785,OUTRE-MER,oui
3068,H,0.0,oui,non,51.0,oui,consommation,medium,oui,oui,non,non,non,oui,perso,oui,sms,96.4,40.0,C4,20019.277600098816,SUD-OUEST,non
3916,H,0.0,oui,oui,2.0,oui,permanent,medium,non,non,non,non,non,non,pro,non,courrier,69.95,43.0,B1,13247.098740121695,CENTRE,non
6897,H,0.0,non,non,62.0,oui,permanent,basic,non,oui,oui,oui,oui,oui,pro,oui,telephone,64.76161542923434,39.0,C2,1993.679268990059,OUTRE-MER,non
6163,F,0.0,oui,non,19.0,oui,consommation,medium,non,oui,non,non,non,oui,pro,oui,mail,89.1,48.0,B1,1303.8405798282038,SUD-OUEST,non
2404,F,0.0,oui,oui,42.0,oui,consommation,medium,oui,oui,non,non,oui,non,perso,oui,sms,64.76161542923434,50.0,C2,8144.59348020532,SUD-OUEST,non
3606,F,0.0,oui,non,70.0,oui,consommation,medium,non,non,oui,non,oui,oui,perso,oui,mail,101.75,41.0,A1,8165.495493928436,SUD-EST,non
5101,H,0.0,non,non,17.0,oui,consommation,medium,oui,oui,oui,oui,oui,non,pro,oui,telephone,106.65,26.0,C1,14868.18333435676,OUTRE-MER,non
1724,F,0.0,oui,non,3.0,oui,consommation,medium,non,non,non,non,oui,oui,pro,non,mail,94.9,46.0,C4,14465.787435769502,NORD-EST,non
2361,F,0.0,non,oui,1.0,oui,permanent,basic,non,non,non,non,non,non,pro,non,courrier,45.95,28.0,D2,3225.306499579676,OUTRE-MER,oui
4056,F,0.0,non,non,3.0,non,bail,basic,non,oui,non,non,oui,oui,pro,oui,mail,50.6,24.0,C1,3481.555929862925,NORD-EST,oui
3006,H,1.0,non,non,14.0,oui,consommation,medium,non,non,non,non,non,non,pro,oui,mail,74.95,30.0,C4,7664.391718318118,OUTRE-MER,oui
1950,H,0.0,oui,non,29.0,oui,consommation,medium,non,oui,non,non,oui,non,pro,oui,telephone,91.85,30.0,C2,2901.4445961274623,NORD-OUEST,oui
3837,F,0.0,non,non,4.0,oui,permanent,medium,non,oui,oui,oui,oui,oui,perso,oui,mail,105.65,49.0,A4,5761.948332969336,CENTRE,oui
1796,F,0.0,oui,non,23.0,oui,consommation,basic,non,non,non,oui,oui,oui,pro,oui,sms,73.65,37.0,C3,35761.85713487152,NORD-EST,non
1368,H,0.0,non,non,54.0,oui,permanent,medium,oui,non,oui,oui,non,non,perso,non,mail,84.4,66.0,B2,9916.241273507763,OUTRE-MER,non
235,H,0.0,non,non,2.0,oui,consommation,basic,non,oui,non,non,non,non,pro,oui,courrier,54.4,36.0,A2,3995.905195277127,SUD-OUEST,oui
3848,F,0.0,non,non,2.0,oui,permanent,basic,non,oui,non,non,non,non,pro,non,courrier,49.2,34.0,B2,8017.582982061527,SUD-EST,non
467,H,0.0,oui,oui,72.0,oui,consommation,medium,non,oui,non,non,oui,non,perso,oui,mail,89.7,42.0,B1,10008.25360549182,SUD-OUEST,non
6620,H,0.0,non,non,1.0,oui,permanent,medium,non,non,non,non,non,oui,pro,oui,mail,80.8,32.0,A1,6549.145695735753,SUD-EST,oui
1607,H,1.0,oui,non,13.0,oui,permanent,medium,non,oui,non,oui,non,oui,pro,oui,telephone,89.05,38.0,C3,760.15624433225,CENTRE,oui
2359,H,0.0,oui,non,33.0,oui,consommation,basic,oui,oui,oui,non,oui,non,pro,oui,telephone,72.75,37.0,A4,3905.739541766152,NORD-EST,non
6919,H,0.0,non,non,54.0,oui,consommation,medium,non,non,oui,non,non,oui,pro,non,sms,89.4,25.0,C2,11227.556937727237,SUD-OUEST,non
2573,F,0.0,non,non,1.0,oui,permanent,basic,non,non,non,non,non,oui,pro,oui,courrier,54.75,25.0,A1,2422.4886858306604,NORD-EST,oui
2841,H,0.0,non,non,3.0,non,bail,basic,non,non,non,non,non,non,pro,non,mail,25.1,45.0,C3,1789.5559537249856,SUD-EST,non
6581,F,1.0,non,non,54.0,oui,consommation,basic,non,oui,non,oui,oui,non,perso,non,courrier,72.1,32.0,B2,10930.033830309703,SUD-EST,non
4207,H,0.0,non,non,21.0,non,bail,basic,oui,non,non,oui,oui,non,pro,oui,courrier,43.55,44.0,B2,5346.678946288359,OUTRE-MER,non
5854,F,0.0,non,non,15.0,oui,consommation,basic,non,non,non,non,non,non,pro,oui,courrier,48.8,70.0,C3,1197.5209220498766,OUTRE-MER,non
5097,H,0.0,non,non,35.0,oui,consommation,medium,oui,oui,oui,oui,non,non,pro,oui,courrier,96.75,50.0,C1,993.096568012396,CENTRE,non
2379,H,1.0,oui,non,32.0,oui,consommation,medium,non,oui,oui,non,oui,oui,pro,non,telephone,106.35,39.0,A4,2090.998697049072,NORD-EST,oui
3883,F,0.0,non,non,12.0,oui,consommation,medium,oui,non,non,non,non,non,pro,oui,mail,64.76161542923434,34.0,D1,3224.314069676456,OUTRE-MER,non
3444,H,0.0,oui,non,36.0,non,bail,basic,oui,non,oui,non,non,non,perso,non,courrier,35.35,35.0,A1,2920.821131372224,SUD-EST,non
5880,H,0.0,non,non,3.0,non,bail,basic,non,oui,non,non,non,non,pro,oui,mail,29.6,29.0,A2,910.1576662822712,SUD-OUEST,oui
655,H,0.0,non,non,10.0,oui,permanent,medium,non,non,non,oui,oui,oui,pro,oui,sms,95.1,59.0,C1,9758.010656055869,CENTRE,non
6183,H,0.0,oui,oui,44.0,non,bail,basic,non,non,oui,oui,oui,oui,perso,oui,mail,54.3,40.0,C2,7836.413302430424,CENTRE,non
719,H,1.0,oui,non,68.0,oui,consommation,medium,non,non,oui,non,non,non,pro,oui,sms,80.35,21.0,A1,4448.091513849518,NORD-OUEST,non
2144,H,0.0,non,non,3.0,oui,permanent,basic,non,non,non,oui,non,non,pro,oui,courrier,50.5,26.0,B2,2168.5145716837324,OUTRE-MER,non
5850,H,1.0,non,non,20.0,oui,permanent,medium,non,non,non,non,non,non,pro,non,sms,71.3,23.0,D1,8763.088681737663,CENTRE,oui
317,F,0.0,oui,oui,38.0,oui,permanent,basic,oui,oui,non,oui,oui,oui,perso,non,sms,80.3,62.0,C1,4199.236634708819,NORD-OUEST,oui
2690,H,1.0,oui,oui,8.0,oui,permanent,medium,non,non,non,non,oui,non,pro,oui,sms,80.45,25.0,B4,10142.999479766277,NORD-EST,oui
1070,F,0.0,non,non,2.0,oui,permanent,medium,non,non,non,non,non,non,pro,non,telephone,69.75,31.0,A2,5060.128376931252,NORD-EST,oui
6106,H,0.0,non,non,2.0,oui,permanent,basic,oui,non,oui,non,non,non,pro,oui,courrier,55.1,25.0,D3,6653.2770515746415,NORD-EST,oui
7036,F,0.0,non,non,12.0,non,bail,basic,non,oui,oui,oui,oui,oui,perso,non,mail,60.65,53.0,C3,750.2534209076089,OUTRE-MER,non
2909,F,0.0,non,non,43.0,oui,permanent,basic,non,oui,non,oui,non,non,perso,non,mail,55.45,71.0,B1,8956.729432733944,SUD-OUEST,non
320,F,1.0,non,non,54.0,oui,consommation,basic,oui,oui,non,oui,oui,oui,perso,non,telephone,82.45,33.0,C3,7594.423683507743,CENTRE,oui
3659,H,0.0,oui,non,67.0,oui,consommation,medium,oui,oui,oui,non,oui,oui,perso,non,sms,109.9,41.0,C4,5920.037462743059,SUD-EST,non
6886,F,1.0,non,non,8.0,oui,consommation,medium,non,non,oui,non,oui,oui,pro,non,mail,101.35,59.0,C2,7396.446343232234,SUD-EST,oui
3583,H,0.0,oui,oui,40.0,non,bail,basic,non,oui,oui,oui,oui,oui,perso,non,courrier,60.3,50.0,C4,3895.7176873822177,SUD-OUEST,non
1655,F,0.0,oui,oui,3.0,oui,permanent,basic,non,non,non,non,non,non,pro,non,courrier,44.3,25.0,A1,3143.9690316723118,CENTRE,oui
4394,H,0.0,non,non,19.0,oui,consommation,basic,non,non,oui,oui,non,non,pro,non,mail,59.55,56.0,C1,6893.02398680322,OUTRE-MER,non
2201,F,0.0,non,non,36.0,oui,permanent,basic,oui,oui,oui,oui,oui,oui,perso,non,telephone,85.85,40.0,B1,15386.85071774137,NORD-EST,non
6993,F,1.0,oui,non,50.0,oui,consommation,medium,non,oui,non,non,oui,non,pro,oui,mail,88.05,40.0,C4,7045.703064042627,SUD-EST,oui
4825,H,0.0,non,non,22.0,oui,consommation,medium,non,non,non,non,non,oui,pro,non,mail,83.05,38.0,C3,23646.55827444573,SUD-EST,non
2706,H,0.0,oui,non,2.0,oui,permanent,medium,non,non,oui,non,non,non,pro,non,mail,76.4,26.0,A2,1034.9786603315104,OUTRE-MER,oui
2639,H,0.0,non,non,22.0,oui,consommation,basic,oui,non,non,non,non,non,pro,oui,mail,54.45,36.0,A2,11406.260119913197,CENTRE,oui
5630,F,0.0,non,non,39.0,oui,consommation,medium,non,oui,oui,non,oui,oui,pro,oui,mail,103.45,32.0,A1,989.9142729022032,OUTRE-MER,oui
884,F,0.0,oui,oui,49.0,non,bail,basic,oui,non,non,oui,non,non,perso,oui,sms,35.8,50.0,A1,5762.29863037115,SUD-EST,non
693,F,0.0,non,non,3.0,oui,consommation,medium,non,non,non,non,non,non,pro,oui,sms,75.1,25.0,C1,4724.022251744873,SUD-OUEST,oui
4677,H,0.0,oui,non,10.0,oui,permanent,medium,non,oui,non,oui,oui,oui,pro,oui,mail,99.85,27.0,C3,2153.887464269932,NORD-EST,oui
4466,H,0.0,non,non,4.0,oui,permanent,medium,non,non,non,non,non,oui,pro,oui,mail,79.9,27.0,B2,6621.452137069502,NORD-EST,oui
3258,H,0.0,non,non,1.0,non,bail,basic,non,non,non,non,non,non,pro,oui,mail,24.4,57.0,B1,6171.999484220365,NORD-EST,non
4049,F,1.0,oui,non,46.0,oui,consommation,medium,non,non,non,oui,oui,oui,perso,non,mail,100.25,20.0,B1,2239.374647862175,CENTRE,non
5505,F,0.0,oui,oui,12.0,non,bail,basic,non,non,non,oui,non,non,perso,non,sms,30.25,67.0,C2,5585.095077658403,CENTRE,non
3774,H,1.0,oui,oui,52.0,oui,consommation,basic,non,oui,oui,non,oui,oui,perso,oui,mail,80.85,66.0,A4,8501.39133414875,NORD-EST,non
6597,F,0.0,non,non,7.0,oui,permanent,basic,non,non,non,oui,oui,oui,pro,oui,sms,70.75,29.0,C2,1257.6009926494337,NORD-OUEST,oui
6811,H,0.0,oui,non,1.0,non,bail,basic,non,non,oui,non,oui,oui,pro,oui,mail,50.35,33.0,C2,4979.349525503774,SUD-EST,oui
3989,F,0.0,non,oui,8.0,non,bail,basic,oui,non,non,non,non,oui,pro,oui,mail,38.5,50.0,C2,6638.574560124078,CENTRE,non
1209,H,0.0,oui,non,56.0,oui,consommation,medium,oui,oui,oui,non,non,non,perso,oui,mail,93.15,31.0,A1,7402.578249961778,SUD-OUEST,non
4329,F,0.0,oui,oui,17.0,oui,consommation,medium,oui,non,oui,non,oui,non,pro,non,mail,94.4,21.0,D1,3030.566341110952,SUD-OUEST,oui
6992,H,0.0,oui,oui,71.0,oui,consommation,medium,non,oui,non,non,oui,oui,perso,non,telephone,100.55,73.0,B2,15181.718928481074,CENTRE,non
2778,F,0.0,non,non,13.0,oui,permanent,medium,non,oui,non,non,non,non,perso,oui,courrier,74.65,57.0,A4,6744.166125707487,SUD-EST,non
2853,F,0.0,non,non,60.0,oui,consommation,medium,non,non,oui,non,non,non,perso,oui,telephone,79.2,50.0,C3,5879.658713055391,OUTRE-MER,non
5059,F,0.0,non,non,36.0,oui,consommation,medium,non,oui,non,non,oui,oui,pro,oui,mail,99.15,38.0,D1,1360.7532015751972,SUD-EST,oui
5945,F,1.0,oui,oui,57.0,oui,permanent,medium,non,oui,oui,oui,oui,non,pro,oui,sms,95.3,65.0,C3,8568.001178319611,SUD-EST,non
4531,H,0.0,oui,oui,9.0,oui,consommation,medium,non,non,oui,non,non,non,pro,oui,telephone,79.35,31.0,B4,12577.0136885983,NORD-EST,oui
6113,H,0.0,non,non,21.0,oui,consommation,medium,non,non,non,non,non,non,pro,non,courrier,75.3,53.0,A1,22860.425817926836,CENTRE,non
1988,H,1.0,oui,non,58.0,oui,consommation,medium,oui,oui,oui,non,oui,oui,perso,oui,mail,108.85,23.0,A2,1224.06099872178,CENTRE,oui
6570,F,0.0,non,non,4.0,non,bail,basic,oui,non,non,non,non,non,pro,oui,courrier,29.15,63.0,D1,5761.948332969336,OUTRE-MER,non
5302,F,0.0,oui,oui,10.0,oui,permanent,basic,non,oui,non,oui,non,oui,pro,oui,mail,65.5,53.0,C1,16569.180341427757,SUD-EST,non
1262,F,0.0,oui,non,12.0,oui,permanent,basic,non,oui,non,non,non,non,pro,oui,mail,51.25,48.0,A1,1300.766762008554,SUD-OUEST,non
3215,H,0.0,oui,non,41.0,oui,consommation,medium,non,oui,non,non,non,non,pro,oui,mail,80.25,29.0,A1,10356.016867830818,CENTRE,non
2781,H,1.0,non,non,7.0,non,bail,basic,non,oui,non,oui,non,oui,pro,oui,mail,64.76161542923434,24.0,C4,8267.060913741903,SUD-OUEST,non
6773,H,1.0,oui,non,37.0,oui,consommation,medium,non,non,non,non,oui,oui,pro,oui,mail,92.5,52.0,D1,1181.8434577771334,SUD-OUEST,oui
3114,H,0.0,non,non,5.0,oui,permanent,basic,non,non,oui,oui,oui,oui,pro,non,telephone,75.15,45.0,A1,9465.872234753657,SUD-EST,non
4773,H,0.0,non,non,44.0,non,bail,basic,non,oui,oui,non,oui,oui,perso,oui,courrier,53.95,31.0,A1,6583.865956243888,CENTRE,oui
3294,F,0.0,oui,oui,1.0,oui,permanent,medium,non,non,non,non,non,non,pro,oui,courrier,69.1,36.0,C2,10842.727000299255,OUTRE-MER,oui
3534,F,0.0,non,oui,46.0,oui,permanent,medium,oui,oui,non,oui,oui,oui,perso,oui,telephone,105.2,30.0,B4,1158.3795197249542,SUD-EST,oui
6488,F,0.0,non,non,1.0,oui,permanent,medium,non,non,non,non,non,non,pro,oui,mail,69.5,34.0,C3,447.1295558104744,SUD-EST,oui
3975,F,1.0,non,non,20.0,oui,consommation,medium,non,non,non,non,non,oui,pro,oui,sms,85.8,39.0,D2,957.0805616069638,SUD-EST,oui
1721,F,0.0,non,non,9.0,oui,permanent,medium,oui,non,non,non,non,non,pro,oui,sms,74.25,36.0,C4,1978.8075521097844,NORD-EST,oui
1129,H,1.0,non,non,47.0,oui,consommation,medium,non,non,non,non,oui,non,pro,oui,sms,86.05,64.0,C3,9595.35396962796,SUD-EST,non
4653,F,0.0,oui,oui,30.0,non,bail,basic,non,non,non,oui,oui,oui,pro,non,sms,51.2,24.0,A3,3325.681685202969,SUD-EST,oui
5909,F,0.0,non,non,52.0,oui,consommation,medium,non,oui,non,non,non,non,perso,oui,courrier,80.2,55.0,C3,14078.652303050245,OUTRE-MER,non
2721,H,1.0,non,non,10.0,oui,permanent,medium,non,non,non,non,non,oui,pro,oui,mail,79.25,27.0,B4,2509.7422482852057,SUD-OUEST,oui
4812,F,0.0,non,non,9.0,oui,permanent,basic,non,oui,non,oui,oui,non,pro,non,courrier,66.25,36.0,D1,5353.54340120672,SUD-EST,oui
5438,H,0.0,oui,non,9.0,oui,permanent,medium,non,oui,oui,non,non,non,pro,oui,mail,79.9,27.0,D3,3404.879335755368,OUTRE-MER,oui
1308,H,1.0,non,non,16.0,oui,consommation,medium,non,non,non,non,oui,non,pro,oui,mail,86.6,47.0,D3,4660.275146207076,NORD-EST,oui
3640,H,1.0,oui,non,29.0,oui,consommation,medium,non,oui,oui,non,non,oui,pro,oui,mail,95.9,34.0,A1,4250.32994225133,SUD-EST,oui
2276,F,1.0,oui,non,44.0,oui,consommation,medium,non,non,oui,oui,oui,oui,pro,non,mail,104.15,57.0,C1,1222.7296768365711,OUTRE-MER,non
5942,F,0.0,oui,non,9.0,non,bail,basic,non,non,oui,non,oui,oui,pro,oui,mail,48.75,57.0,B4,4981.6122434907375,SUD-EST,oui
2307,F,0.0,oui,oui,9.0,oui,permanent,basic,non,oui,non,oui,oui,non,perso,oui,courrier,65.6,48.0,C3,1937.67616860658,OUTRE-MER,non
5543,F,1.0,non,non,14.0,oui,permanent,medium,oui,oui,non,non,non,non,pro,non,mail,78.85,88.0,C2,11881.612193947074,SUD-EST,non
6921,H,0.0,non,non,54.0,oui,consommation,medium,non,oui,non,non,non,non,pro,oui,telephone,79.85,28.0,A1,15113.668050389926,SUD-EST,non
6610,H,0.0,non,non,5.0,oui,permanent,medium,non,non,non,non,oui,non,pro,oui,courrier,80.1,58.0,C3,7972.942079954944,SUD-EST,non
1367,H,1.0,oui,non,61.0,oui,consommation,medium,non,oui,non,non,non,non,pro,oui,mail,82.15,53.0,A1,5761.948332969336,CENTRE,non
2498,H,0.0,oui,non,27.0,oui,permanent,basic,non,oui,non,oui,non,non,pro,oui,mail,53.8,39.0,C1,3959.364338558748,OUTRE-MER,non
3031,F,1.0,oui,non,50.0,oui,permanent,medium,non,non,non,non,non,non,pro,oui,mail,71.05,22.0,A4,5776.04197781634,SUD-OUEST,oui
4430,F,0.0,oui,oui,32.0,oui,permanent,basic,oui,oui,non,oui,non,non,pro,non,telephone,61.4,24.0,A4,17218.36570284087,SUD-OUEST,non
2452,H,1.0,non,non,15.0,oui,consommation,medium,non,non,non,non,non,non,pro,oui,sms,74.2,34.0,D1,83.24761503507261,SUD-EST,oui
2052,F,0.0,non,non,48.0,oui,consommation,medium,non,non,oui,oui,oui,oui,pro,oui,mail,103.85,47.0,A4,13208.767778440691,OUTRE-MER,non
205,F,0.0,non,non,29.0,oui,permanent,medium,non,oui,non,oui,non,non,perso,oui,telephone,79.95,22.0,B2,2342.0490126844247,SUD-EST,non
1287,F,0.0,oui,oui,30.0,oui,consommation,medium,non,oui,oui,oui,oui,oui,pro,oui,mail,107.5,25.0,B1,5761.948332969336,CENTRE,non
4467,F,0.0,oui,non,48.0,oui,consommation,basic,non,non,oui,oui,non,oui,perso,oui,courrier,69.55,26.0,C4,8895.792966156503,NORD-EST,non
2422,H,1.0,non,non,1.0,oui,permanent,medium,non,non,non,non,non,non,pro,oui,mail,70.05,57.0,B1,12020.100584861486,SUD-EST,non
6798,F,0.0,non,non,13.0,oui,permanent,medium,non,non,non,non,non,non,pro,oui,courrier,70.15,61.0,C2,5761.948332969336,CENTRE,non
1959,F,0.0,oui,oui,5.0,non,bail,basic,non,oui,non,oui,non,non,pro,non,mail,34.25,26.0,C3,5162.976176397578,NORD-OUEST,non
527,H,0.0,oui,oui,58.0,oui,consommation,medium,non,oui,non,oui,oui,non,perso,oui,sms,94.7,25.0,A4,13578.181264259683,SUD-EST,non
5323,F,0.0,oui,oui,58.0,oui,consommation,medium,non,oui,oui,non,oui,oui,perso,oui,sms,105.2,38.0,A1,4100.958054079964,OUTRE-MER,non
4639,H,1.0,non,non,26.0,oui,consommation,medium,non,non,non,non,oui,oui,pro,oui,mail,93.6,38.0,B2,23492.478251108885,NORD-EST,non
950,H,1.0,non,non,2.0,oui,permanent,basic,non,non,non,non,non,non,pro,non,courrier,44.95,25.0,C1,813.2147079619663,NORD-EST,oui
5017,F,0.0,oui,non,41.0,non,bail,basic,non,oui,non,oui,non,non,perso,non,courrier,35.45,59.0,D1,1595.7086185871456,NORD-EST,non
6411,H,1.0,oui,non,2.0,oui,permanent,medium,non,non,non,non,non,non,pro,non,mail,70.1,79.0,C1,6517.181120593194,NORD-EST,non
6272,H,0.0,non,oui,54.0,oui,permanent,basic,non,oui,oui,oui,non,non,perso,oui,mail,61.0,45.0,C2,8931.912626642657,CENTRE,non
1825,F,0.0,non,non,32.0,oui,consommation,basic,non,oui,non,non,non,non,pro,oui,mail,54.2,68.0,C3,1274.0064455462452,OUTRE-MER,non
3113,H,0.0,oui,non,36.0,oui,consommation,medium,non,non,non,non,oui,oui,pro,oui,mail,95.4,68.0,C3,9051.178587066795,SUD-OUEST,non
