churn,id_client,genre,espace_client_web,assurance_vie,banque_principale,anciennete_mois,compte_epargne,compte_courant,compte_joint,PEA,assurance_auto,assurance_habitation,credit_immo,type,compte_titres,agios_6mois,age,var_0,credit_autres_consommation,credit_autres_permanent,cartes_bancaires_medium,methode_contact_mail,methode_contact_sms,methode_contact_telephone,segment_client_A2,segment_client_A3,segment_client_A4,segment_client_B1,segment_client_B2,segment_client_B3,segment_client_B4,segment_client_C1,segment_client_C2,segment_client_C3,segment_client_C4,segment_client_D1,segment_client_D2,segment_client_D3,branche_NORD-EST,branche_NORD-OUEST,branche_OUTRE-MER,branche_SUD-EST,branche_SUD-OUEST
0,427,0,0.0,1,1,10.0,1,0,0,0,0,0,1,1,0,85.95,29.0,17128.938109872004,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1326,0,0.0,1,1,43.0,0,1,1,0,1,1,0,0,1,51.25,41.0,278.24742410718363,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3198,1,0.0,1,0,40.0,1,0,1,1,0,1,1,0,1,106.0,43.0,5813.5951478663865,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,5546,1,0.0,0,0,4.0,0,1,1,0,1,0,0,1,0,42.4,33.0,9960.132262656734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1684,0,0.0,0,1,35.0,1,0,0,0,0,0,0,1,0,50.15,58.0,4525.637399873609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1924,0,1.0,1,1,22.0,1,0,0,0,0,1,0,1,0,85.35,48.0,10094.186792243663,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,4645,0,0.0,1,0,33.0,1,0,1,1,0,1,1,1,1,104.4,36.0,5294.396392994733,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1658,1,0.0,1,1,50.0,1,1,0,1,0,1,1,1,0,105.95,24.0,7913.966532803939,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,941,0,0.0,0,1,13.0,0,0,1,0,0,0,0,1,0,30.15,41.0,319.8376750907596,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5651,0,0.0,1,0,42.0,1,0,0,1,1,0,0,1,1,84.3,46.0,5430.873616147812,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2662,1,0.0,0,0,2.0,0,0,0,1,0,1,1,1,1,49.25,22.0,1919.2376309527244,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,6802,0,0.0,0,0,20.0,1,1,0,0,0,1,0,1,1,89.1,24.0,8374.500282252184,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2328,0,1.0,1,0,35.0,1,0,0,1,0,1,1,1,0,102.05,54.0,22032.18017537347,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3154,0,1.0,0,0,4.0,1,0,1,0,0,0,0,1,0,72.75,35.0,12232.52326235147,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,4952,1,0.0,0,0,2.0,1,1,1,0,0,1,1,1,0,100.2,98.0,18434.17481513255,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1961,0,0.0,0,0,42.0,1,1,1,0,0,0,0,0,1,60.15,55.0,5577.754870123307,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3262,0,0.0,1,1,34.0,1,0,0,1,0,1,0,1,0,87.45,61.0,7788.480060244194,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4045,0,0.0,0,0,14.0,1,0,0,0,0,0,0,1,1,71.0,50.0,286.5384795952496,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1294,1,0.0,0,0,6.0,1,0,0,0,0,0,0,1,0,44.75,30.0,12781.159466809177,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,354,0,1.0,0,0,21.0,0,1,0,0,0,1,0,1,1,41.9,33.0,4824.469460132154,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,6217,1,0.0,1,1,62.0,1,1,1,0,0,0,0,0,1,81.45,61.0,9311.45259433683,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,3496,1,0.0,0,0,25.0,1,1,0,0,0,0,0,1,0,74.3,46.0,35.48166346708558,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,6746,0,0.0,1,1,4.0,1,0,1,0,1,0,0,1,0,56.5,63.0,7858.540582752983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,562,1,0.0,1,1,7.0,1,1,0,0,0,1,1,1,0,69.7,21.0,448.0423666247061,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,7035,1,0.0,0,0,19.0,1,0,0,0,0,1,0,1,1,78.7,92.0,472.3653982795454,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,2780,0,0.0,0,0,25.0,1,1,1,1,1,1,0,0,0,74.3,31.0,7230.888649081224,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,6059,0,0.0,0,0,39.0,0,1,1,0,1,0,0,0,1,40.3,50.0,2741.8656948570488,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1838,1,1.0,0,0,54.0,1,0,1,0,0,0,1,1,1,90.05,31.0,2594.0637934427787,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,36,1,0.0,0,0,5.0,1,0,0,0,0,0,0,1,1,69.7,32.0,3643.150724798358,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7004,1,0.0,0,0,38.0,1,0,1,1,0,0,1,1,1,95.1,40.0,14207.91413488208,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,4691,0,1.0,1,0,56.0,1,0,0,1,0,1,1,1,1,100.65,30.0,914.6822332496064,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1447,1,0.0,0,1,4.0,1,0,0,0,1,0,0,1,0,80.8,37.0,5123.9032568503335,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,4847,0,1.0,0,0,37.0,1,0,0,0,0,0,0,1,1,76.25,40.0,8556.774420603953,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1249,1,0.0,0,0,1.0,1,0,0,0,0,0,0,1,0,45.05,41.0,326.08510616045123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1052,0,0.0,0,0,40.0,1,0,0,1,1,1,1,0,1,80.75,57.0,2174.975844362725,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,6417,0,1.0,1,0,51.0,1,1,0,0,0,0,0,1,1,77.5,34.0,9991.48530963019,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1727,1,0.0,0,0,31.0,1,0,1,0,1,1,0,1,1,71.05,38.0,1162.5473555812755,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,6603,1,0.0,1,0,14.0,1,0,0,0,1,1,0,1,1,66.6,31.0,8082.251433884292,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4190,0,0.0,1,0,11.0,1,1,0,0,1,1,0,1,1,96.2,51.0,8830.054643459527,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3330,1,1.0,0,0,51.0,1,0,0,1,0,1,1,1,1,97.8,39.0,4460.701354224648,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,3149,0,0.0,0,0,8.0,1,0,0,1,1,0,1,1,0,64.1,64.0,8902.095167520223,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,4025,1,0.0,0,0,4.0,1,0,0,1,0,0,0,1,1,74.8,36.0,15775.31677784922,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,102,1,0.0,0,0,38.0,1,0,0,1,1,1,0,0,0,95.0,50.0,3919.9838451379537,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,5348,1,0.0,0,1,25.0,0,1,0,0,0,1,0,0,1,40.65,40.0,1886.4853635315037,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,891,1,0.0,1,1,50.0,1,0,1,1,0,1,1,1,1,103.85,55.0,8338.106421518156,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,6997,0,0.0,1,0,27.0,1,0,1,0,0,0,0,1,1,76.1,48.0,5994.0300593508,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,6713,1,1.0,0,0,68.0,1,0,1,1,0,0,1,1,1,95.9,59.0,7214.978477985355,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3959,1,0.0,0,0,59.0,1,0,0,1,0,0,1,0,1,61.35,53.0,9247.852154295637,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1013,0,0.0,0,0,1.0,1,0,1,0,0,0,0,1,0,49.5,40.0,4860.387404967049,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5884,1,1.0,1,0,46.0,0,0,1,1,1,1,1,0,1,59.9,65.0,7381.106648816081,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2229,1,0.0,1,0,4.0,1,0,0,0,0,0,0,1,0,70.5,64.0,4839.78754790467,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,5591,1,0.0,0,0,4.0,1,0,0,0,0,1,1,1,1,88.45,46.0,4900.973431115719,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4482,0,0.0,0,0,7.0,1,0,0,0,0,0,0,1,1,74.9,22.0,3377.567697658995,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,496,1,0.0,1,0,28.0,1,1,1,0,1,0,0,1,0,60.9,50.0,4056.4506172766905,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,6205,1,0.0,1,0,42.0,1,0,1,1,0,1,0,1,1,95.25,34.0,3812.259268187705,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1362,1,0.0,0,0,4.0,1,0,0,0,0,0,0,1,1,70.2,20.0,3911.538725254615,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1395,1,0.0,1,0,41.0,1,0,0,1,0,1,1,0,1,73.0,32.0,5916.709220910884,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,5178,0,0.0,1,0,53.0,1,0,1,1,1,1,1,0,1,108.95,71.0,4932.635872239479,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1309,0,0.0,0,0,18.0,1,0,0,0,0,1,0,1,1,85.2,46.0,5007.043502363795,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,6833,0,1.0,0,0,18.0,1,0,1,0,1,1,1,1,1,103.6,88.0,3140.9361739241367,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2272,1,0.0,0,1,1.0,1,0,0,1,0,0,0,1,1,49.85,54.0,1846.712202892162,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,5272,0,0.0,0,0,6.0,1,0,1,0,0,1,0,1,1,90.1,33.0,871.3998136971632,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1671,1,0.0,1,1,66.0,1,1,1,1,0,1,1,0,1,103.15,39.0,8603.036162155724,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2135,0,0.0,0,0,56.0,1,1,1,0,0,1,1,1,1,106.6,45.0,1278.1759999810524,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6844,1,0.0,0,0,29.0,1,0,1,0,1,1,0,1,0,89.65,38.0,10889.558761151751,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,74,0,0.0,0,1,3.0,1,1,0,0,1,0,1,1,1,64.5,42.0,4731.048552730279,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,6288,1,0.0,0,0,2.0,1,0,1,0,0,0,0,1,1,79.45,97.0,6148.705269559281,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3469,0,1.0,0,0,15.0,1,0,0,0,0,1,1,1,1,91.5,31.0,6778.179056414343,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4375,1,0.0,0,0,66.0,1,1,1,1,1,1,1,0,1,114.3,31.0,5249.638410484327,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,1577,0,0.0,1,1,17.0,1,0,0,1,1,1,1,0,0,98.6,31.0,2139.941544538577,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,6571,0,0.0,0,0,34.0,1,1,1,0,0,0,0,0,0,55.0,37.0,365.3847501554256,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4383,1,0.0,1,0,63.0,1,1,1,1,1,0,1,0,0,80.0,23.0,2862.470110938541,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3325,1,0.0,0,0,4.0,1,0,0,0,0,0,1,1,1,85.65,62.0,10619.211462931806,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,63,0,0.0,1,1,18.0,1,0,0,1,1,0,0,0,1,54.4,34.0,1522.096015431157,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,6227,1,0.0,0,0,2.0,1,0,0,0,0,0,0,1,0,46.05,33.0,2987.3036857504894,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,5091,1,0.0,0,0,6.0,0,0,1,0,0,0,0,1,1,30.5,40.0,6209.843194356187,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,898,0,0.0,0,0,12.0,1,1,0,0,1,1,1,1,1,98.9,55.0,9561.474674300423,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,4488,0,1.0,1,0,42.0,1,1,0,0,0,0,0,1,1,64.76161542923434,31.0,7105.800536532068,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1408,0,0.0,1,0,71.0,1,1,0,1,0,1,1,0,1,104.1,52.0,15937.329944165758,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2650,0,0.0,0,0,15.0,1,1,0,1,0,0,0,1,1,84.35,52.0,11469.776290143987,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,204,1,0.0,0,0,44.0,1,0,0,0,0,0,0,1,0,68.85,60.0,3588.731097332597,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,607,1,0.0,0,1,51.0,1,0,0,0,1,0,0,0,0,47.85,63.0,3550.6842233356574,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5027,1,1.0,1,0,10.0,1,0,0,0,0,0,1,1,0,85.55,38.0,8384.19754968243,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,6181,1,0.0,1,1,61.0,1,0,0,1,0,1,1,0,1,99.9,58.0,5635.2880924936,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,5085,1,0.0,0,0,39.0,0,0,0,0,1,0,1,1,1,40.6,74.0,3731.180214357956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,2753,0,0.0,0,0,1.0,1,0,0,0,0,1,1,1,0,95.65,30.0,2165.8033162250704,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4643,1,0.0,0,0,3.0,1,0,0,0,1,1,0,1,1,65.25,59.0,1241.1073055162635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,5802,0,0.0,0,0,42.0,1,0,1,0,0,0,0,1,1,49.55,65.0,187.47393808095512,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2927,1,0.0,0,0,1.0,1,0,0,0,0,0,0,1,1,69.9,76.0,9047.55419580226,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,4448,0,1.0,0,0,30.0,1,0,1,0,0,1,1,1,1,99.7,22.0,251.6731219459516,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2447,1,0.0,0,0,7.0,1,0,0,1,0,0,0,1,1,74.9,57.0,13409.619195800204,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,6382,1,0.0,1,1,38.0,1,1,1,1,1,1,0,0,0,74.05,56.0,20116.441041692837,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5448,0,0.0,1,1,41.0,1,1,1,1,0,0,1,0,1,101.6,25.0,6503.47095812782,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,364,1,0.0,0,0,18.0,1,0,0,0,1,0,0,1,1,75.9,59.0,7247.651017444781,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,4433,0,0.0,0,0,4.0,1,0,0,0,0,0,0,1,1,75.65,48.0,6069.182926539379,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,517,0,1.0,1,0,5.0,1,0,0,0,0,0,0,1,0,70.05,47.0,6298.0472158850735,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,5961,0,0.0,0,0,1.0,0,0,0,1,1,0,0,1,0,35.9,37.0,20494.086838313728,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3386,0,0.0,1,0,58.0,1,1,0,0,1,0,1,0,1,68.4,46.0,12979.787065317292,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,755,1,1.0,0,0,20.0,1,0,0,1,0,1,1,1,1,98.55,49.0,10169.179425482904,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4230,1,0.0,0,0,11.0,1,1,0,0,0,0,0,1,1,73.5,29.0,5032.46518458737,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1974,1,0.0,1,0,11.0,1,0,0,0,0,0,0,1,1,74.95,21.0,480.3468967863069,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,6787,1,0.0,1,1,35.0,1,0,1,1,1,1,1,1,1,109.95,66.0,65.33798853878443,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1549,1,0.0,0,0,1.0,1,0,0,0,0,0,0,1,1,45.85,34.0,7099.2585538360045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,5303,1,0.0,0,1,43.0,0,1,1,1,0,0,0,1,1,40.45,54.0,9944.135775605151,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1913,0,0.0,0,0,29.0,1,0,1,1,0,1,0,0,1,95.5,36.0,22493.29961150725,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,5262,0,0.0,0,0,59.0,1,1,0,0,1,0,1,0,0,68.7,44.0,1408.6921834053069,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4253,1,0.0,1,1,22.0,1,0,0,1,0,1,0,1,1,88.75,52.0,5027.339398108567,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3117,0,1.0,1,1,70.0,1,0,1,1,1,1,1,0,1,107.9,53.0,17742.178807238808,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,5405,1,0.0,0,1,34.0,1,1,1,0,0,1,1,0,1,103.8,53.0,7028.8359506245215,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,6640,1,0.0,1,1,28.0,0,1,0,1,1,1,0,0,0,50.8,48.0,178.74040409512236,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1578,0,0.0,0,0,7.0,1,0,0,0,1,1,0,1,1,59.5,26.0,4568.5442239039785,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3068,1,0.0,1,0,51.0,1,1,1,0,0,0,1,0,1,96.4,40.0,20019.277600098816,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3916,1,0.0,1,1,2.0,1,0,0,0,0,0,0,1,0,69.95,43.0,13247.098740121695,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6897,1,0.0,0,0,62.0,1,0,1,1,1,1,1,1,1,64.76161542923434,39.0,1993.679268990059,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,6163,0,0.0,1,0,19.0,1,0,1,0,0,0,1,1,1,89.1,48.0,1303.8405798282038,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2404,0,0.0,1,1,42.0,1,1,1,0,0,1,0,0,1,64.76161542923434,50.0,8144.59348020532,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3606,0,0.0,1,0,70.0,1,0,0,1,0,1,1,0,1,101.75,41.0,8165.495493928436,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,5101,1,0.0,0,0,17.0,1,1,1,1,1,1,0,1,1,106.65,26.0,14868.18333435676,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1724,0,0.0,1,0,3.0,1,0,0,0,0,1,1,1,0,94.9,46.0,14465.787435769502,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,2361,0,0.0,0,1,1.0,1,0,0,0,0,0,0,1,0,45.95,28.0,3225.306499579676,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,4056,0,0.0,0,0,3.0,0,0,1,0,0,1,1,1,1,50.6,24.0,3481.555929862925,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,3006,1,1.0,0,0,14.0,1,0,0,0,0,0,0,1,1,74.95,30.0,7664.391718318118,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1950,1,0.0,1,0,29.0,1,0,1,0,0,1,0,1,1,91.85,30.0,2901.4445961274623,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,3837,0,0.0,0,0,4.0,1,0,1,1,1,1,1,0,1,105.65,49.0,5761.948332969336,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1796,0,0.0,1,0,23.0,1,0,0,0,1,1,1,1,1,73.65,37.0,35761.85713487152,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1368,1,0.0,0,0,54.0,1,1,0,1,1,0,0,0,0,84.4,66.0,9916.241273507763,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,235,1,0.0,0,0,2.0,1,0,1,0,0,0,0,1,1,54.4,36.0,3995.905195277127,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3848,0,0.0,0,0,2.0,1,0,1,0,0,0,0,1,0,49.2,34.0,8017.582982061527,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,467,1,0.0,1,1,72.0,1,0,1,0,0,1,0,0,1,89.7,42.0,10008.25360549182,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,6620,1,0.0,0,0,1.0,1,0,0,0,0,0,1,1,1,80.8,32.0,6549.145695735753,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1607,1,1.0,1,0,13.0,1,0,1,0,1,0,1,1,1,89.05,38.0,760.15624433225,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2359,1,0.0,1,0,33.0,1,1,1,1,0,1,0,1,1,72.75,37.0,3905.739541766152,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
